URL,Status,HTTP_Code,Response_Time_ms,Redirect_URL,Notes
"https://sikora-cpa.com/","FAIL","N/A","N/A","","Connection failed (curl exit code: 28)"
"https://springfieldlawpa.com/","FAIL","N/A","N/A","","Connection failed (curl exit code: 6)"
"https://steelegroup.info","LIVE","200","972","","OK"
"https://steppingstonemortgage.com/","LIVE","200","6303","","OK"
"https://summitfunding.net/","LIVE","200","841","","OK"
"https://teamwickham.com/","LIVE","200","4972","","OK"
"https://uiaoregon.com/","LIVE","200","350","","OK"
"https://wattersfryer.com/","FAIL","N/A","N/A","","Connection failed (curl exit code: 6)"
"https://whainsurance.com/","LIVE","200","701","","OK"
"https://wheelerfunding.com/","LIVE","200","256","","OK"
"https://willamettewealth.com/","LIVE","200","678","","OK"
"https://williamsonlawpc.com/","LIVE","200","786","","OK"
"https://www.bkscpas.com/","LIVE","200","815","","OK"
"https://www.directorsmortgage.com/","LIVE","200","1200","","OK"
"https://www.eugenelaw.com/","LIVE","200","878","","OK"
"https://www.eugenemortgagebrokers.com/","LIVE","200","341","","OK"
"https://www.hershnerhunter.com","LIVE","200","1181","","OK"
"https://www.kernuttstokes.com/","LIVE","200","464","","OK"
"https://www.lanecountyhomes.net/","LIVE","200","925","","OK"
"https://www.northwestlegal.org/","LIVE","200","2371","","OK"
"https://zwhrconsulting.ch","FAIL","N/A","N/A","","Connection failed (curl exit code: 6)"
